familyID	type	detail	Protein_names	Gene_names	Tax	TaxID	Rep_Tax	Rep_TaxID	UniProtKB	unirefID
Cluster_858	UniRef90_KEGG-KOs	K03763	Exonuclease, DNA polymerase III, epsilon subunit family	EUR_07270{ECO:0000313|EMBL:CBK89911.1}	Clostridiales	186802	[Eubacterium] rectale DSM 17629	657318	D6E3C1	UniRef90_D6E3C1
Cluster_858	UniRef90_PfamDomain	PF00929	Exonuclease, DNA polymerase III, epsilon subunit family	EUR_07270{ECO:0000313|EMBL:CBK89911.1}	Clostridiales	186802	[Eubacterium] rectale DSM 17629	657318	D6E3C1	UniRef90_D6E3C1
Cluster_858	UniRef90_eggNOG	COG2176;ENOG4105DE5	Exonuclease, DNA polymerase III, epsilon subunit family	EUR_07270{ECO:0000313|EMBL:CBK89911.1}	Clostridiales	186802	[Eubacterium] rectale DSM 17629	657318	D6E3C1	UniRef90_D6E3C1
Cluster_859	UniRef90_GO	GO:0008168	Methyltransferase domain protein	RUMGNA_01847{ECO:0000313|EMBL:EDN77692.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B2R9	UniRef90_A7B2R9
Cluster_859	UniRef90_PfamDomain	PF08241	Methyltransferase domain protein	RUMGNA_01847{ECO:0000313|EMBL:EDN77692.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B2R9	UniRef90_A7B2R9
Cluster_859	UniRef90_eggNOG	COG0500;ENOG4105TDY	Methyltransferase domain protein	RUMGNA_01847{ECO:0000313|EMBL:EDN77692.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B2R9	UniRef90_A7B2R9
Cluster_86	UniRef90_GO	GO:0002949;GO:0006474;GO:0008999	Ribosomal-protein-alanine acetyltransferase	rimI{ECO:0000313|EMBL:EDN78817.1};RUMGNA_00678{ECO:0000313|EMBL:EDN78817.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7AZF6	UniRef90_A7AZF6
Cluster_86	UniRef90_PfamDomain	PF00814;PF13673	Ribosomal-protein-alanine acetyltransferase	rimI{ECO:0000313|EMBL:EDN78817.1};RUMGNA_00678{ECO:0000313|EMBL:EDN78817.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7AZF6	UniRef90_A7AZF6
Cluster_86	UniRef90_eggNOG	COG0456;COG1214;ENOG41072GX	Ribosomal-protein-alanine acetyltransferase	rimI{ECO:0000313|EMBL:EDN78817.1};RUMGNA_00678{ECO:0000313|EMBL:EDN78817.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7AZF6	UniRef90_A7AZF6
Cluster_860	UniRef90_uncharacterized	UniRef90_uncharacterized	formate/nitrite transporter family protein	NA	Ruminococcus gnavus	33038	Ruminococcus gnavus	33038	NA	UniRef90_UPI000E524B7C
Cluster_861	UniRef90_PfamDomain	PF01784	Nif3-like dinuclear metal center hexameric protein	CDL18_00410{ECO:0000313|EMBL:PLT58091.1},CDL20_05310	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PEU6	UniRef90_A0A2N5PEU6
Cluster_861	UniRef90_uncharacterized	UniRef90_uncharacterized	Nif3-like dinuclear metal center hexameric protein	CDL18_00410{ECO:0000313|EMBL:PLT58091.1},CDL20_05310	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PEU6	UniRef90_A0A2N5PEU6
Cluster_862	UniRef90_PfamDomain	PF07992	NAD(P)/FAD-dependent oxidoreductase	DW001_07005{ECO:0000313|EMBL:RHL80086.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A396FTW4	UniRef90_A0A396FTW4
Cluster_862	UniRef90_uncharacterized	UniRef90_uncharacterized	NAD(P)/FAD-dependent oxidoreductase	DW001_07005{ECO:0000313|EMBL:RHL80086.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A396FTW4	UniRef90_A0A396FTW4
Cluster_863	UniRef90_uncharacterized	UniRef90_uncharacterized	ComF family protein	DWY38_10375{ECO:0000313|EMBL:RGR53885.1},DXD13_02415	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395V162	UniRef90_A0A395V162
Cluster_864	UniRef90_GO	GO:0008948;GO:0015081;GO:0016021;GO:0036376	Oxaloacetate decarboxylase gamma chain	CDL23_07455{ECO:0000313|EMBL:PLT75524.1},CDL24_14270	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PES0	UniRef90_A0A2N5PES0
Cluster_864	UniRef90_PfamDomain	PF04277;PF13026	Oxaloacetate decarboxylase gamma chain	CDL23_07455{ECO:0000313|EMBL:PLT75524.1},CDL24_14270	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PES0	UniRef90_A0A2N5PES0
Cluster_865	UniRef90_PfamDomain	PF07179	Uncharacterized protein	CDL18_10075{ECO:0000313|EMBL:PLT54325.1},CDL20_01710	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NH55	UniRef90_A0A2N5NH55
Cluster_865	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	CDL18_10075{ECO:0000313|EMBL:PLT54325.1},CDL20_01710	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NH55	UniRef90_A0A2N5NH55
Cluster_866	UniRef90_PfamDomain	PF01026	TatD family deoxyribonuclease	DWY38_06865{ECO:0000313|EMBL:RGR55273.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395V401	UniRef90_A0A395V401
Cluster_866	UniRef90_uncharacterized	UniRef90_uncharacterized	TatD family deoxyribonuclease	DWY38_06865{ECO:0000313|EMBL:RGR55273.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395V401	UniRef90_A0A395V401
Cluster_867	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	DWY38_01370{ECO:0000313|EMBL:RGR57034.1},DXC13_00135	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395V5L2	UniRef90_A0A395V5L2
Cluster_868	UniRef90_PfamDomain	PF03609	PTS sugar transporter subunit IIC	DW001_11925{ECO:0000313|EMBL:RHL77332.1},DW951_02665	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZK07	UniRef90_A0A395ZK07
Cluster_868	UniRef90_uncharacterized	UniRef90_uncharacterized	PTS sugar transporter subunit IIC	DW001_11925{ECO:0000313|EMBL:RHL77332.1},DW951_02665	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZK07	UniRef90_A0A395ZK07
Cluster_869	UniRef90_GO	GO:0003677;GO:0003700	DeoR/GlpR transcriptional regulator	CDL23_02560{ECO:0000313|EMBL:PLT77065.1},CDL26_04255	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PFI7	UniRef90_A0A2N5PFI7
Cluster_869	UniRef90_PfamDomain	PF00455;PF08220	DeoR/GlpR transcriptional regulator	CDL23_02560{ECO:0000313|EMBL:PLT77065.1},CDL26_04255	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PFI7	UniRef90_A0A2N5PFI7
Cluster_87	UniRef90_GO	GO:0000049;GO:0004810;GO:0005524;GO:0005737;GO:0009228;GO:0009229;GO:0016783;GO:0034227	Probable tRNA sulfurtransferase	thiI{ECO:0000255|HAMAP-Rule:MF_00021};EUBREC_1900	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZAY9	UniRef90_C4ZAY9
Cluster_87	UniRef90_KEGG-KOs	K03151	Probable tRNA sulfurtransferase	thiI{ECO:0000255|HAMAP-Rule:MF_00021};EUBREC_1900	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZAY9	UniRef90_C4ZAY9
Cluster_87	UniRef90_PfamDomain	PF02568;PF02926	Probable tRNA sulfurtransferase	thiI{ECO:0000255|HAMAP-Rule:MF_00021};EUBREC_1900	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZAY9	UniRef90_C4ZAY9
Cluster_870	UniRef90_uncharacterized	UniRef90_uncharacterized	Sulfite exporter TauE/SafE family protein	DXD95_02645{ECO:0000313|EMBL:RGI70010.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A3E4EFS2	UniRef90_A0A3E4EFS2
Cluster_871	UniRef90_uncharacterized	UniRef90_uncharacterized	Serine/threonine-protein phosphatase	DW001_13335{ECO:0000313|EMBL:RHL76554.1},DWY38_13120	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395V085	UniRef90_A0A395V085
Cluster_872	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_873	UniRef90_PfamDomain	PF00072;PF04397	DNA-binding response regulator	DW951_13490{ECO:0000313|EMBL:RHA01440.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZHE3	UniRef90_A0A395ZHE3
Cluster_873	UniRef90_uncharacterized	UniRef90_uncharacterized	DNA-binding response regulator	DW951_13490{ECO:0000313|EMBL:RHA01440.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZHE3	UniRef90_A0A395ZHE3
Cluster_874	UniRef90_GO	GO:0009236;GO:0046026;GO:0055114	Precorrin-4 C(11)-methyltransferase	cobM{ECO:0000313|EMBL:EDN76234.1};RUMGNA_03336{ECO:0000313|EMBL:EDN76234.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B6X2	UniRef90_A7B6X2
Cluster_874	UniRef90_PfamDomain	PF00590	Precorrin-4 C(11)-methyltransferase	cobM{ECO:0000313|EMBL:EDN76234.1};RUMGNA_03336{ECO:0000313|EMBL:EDN76234.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B6X2	UniRef90_A7B6X2
Cluster_874	UniRef90_eggNOG	COG2875;ENOG4105CIA	Precorrin-4 C(11)-methyltransferase	cobM{ECO:0000313|EMBL:EDN76234.1};RUMGNA_03336{ECO:0000313|EMBL:EDN76234.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B6X2	UniRef90_A7B6X2
Cluster_875	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_876	UniRef90_GO	GO:0016021	Uncharacterized protein	T1815_08721{ECO:0000313|EMBL:CRL34569.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A0M6WFS7	UniRef90_A0A0M6WFS7
Cluster_876	UniRef90_PfamDomain	PF06738	Uncharacterized protein	T1815_08721{ECO:0000313|EMBL:CRL34569.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A0M6WFS7	UniRef90_A0A0M6WFS7
Cluster_877	UniRef90_uncharacterized	UniRef90_uncharacterized	Gamma-carboxymuconolactone decarboxylase	DIW34_04420{ECO:0000313|EMBL:HCS67445.1}	Oribacterium sp.	1969407	Oribacterium sp.	1969407	A0A3D4QA71	UniRef90_A0A3D4QA71
Cluster_878	UniRef90_GO	GO:0051920	Gamma-carboxymuconolactone decarboxylase	DQQ01_02760{ECO:0000313|EMBL:AWY97250.1}	Blautia	572511	Blautia sp. N6H1-15	1912897	A0A2Z4U8D2	UniRef90_A0A2Z4U8D2
Cluster_878	UniRef90_PfamDomain	PF02627	Gamma-carboxymuconolactone decarboxylase	DQQ01_02760{ECO:0000313|EMBL:AWY97250.1}	Blautia	572511	Blautia sp. N6H1-15	1912897	A0A2Z4U8D2	UniRef90_A0A2Z4U8D2
Cluster_879	UniRef90_GO	GO:0005886;GO:0008818;GO:0009236;GO:0016021;GO:0051073	Adenosylcobinamide-GDP ribazoletransferase	cobS{ECO:0000256|HAMAP-Rule:MF_00719,;CDL23_05715{ECO:0000313|EMBL:PLT76131.1}	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PLV3	UniRef90_A0A2N5PLV3
Cluster_879	UniRef90_PfamDomain	PF02654	Adenosylcobinamide-GDP ribazoletransferase	cobS{ECO:0000256|HAMAP-Rule:MF_00719,;CDL23_05715{ECO:0000313|EMBL:PLT76131.1}	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PLV3	UniRef90_A0A2N5PLV3
Cluster_88	UniRef90_GO	GO:0000287;GO:0004749;GO:0009116;GO:0009165;GO:0016301	Ribose-phosphate diphosphokinase	prs{ECO:0000313|EMBL:EDN76792.1};RUMGNA_02844{ECO:0000313|EMBL:EDN76792.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B5K6	UniRef90_A7B5K6
Cluster_88	UniRef90_PfamDomain	PF00156;PF13793	Ribose-phosphate diphosphokinase	prs{ECO:0000313|EMBL:EDN76792.1};RUMGNA_02844{ECO:0000313|EMBL:EDN76792.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B5K6	UniRef90_A7B5K6
Cluster_88	UniRef90_eggNOG	COG0462;ENOG4105C5T	Ribose-phosphate diphosphokinase	prs{ECO:0000313|EMBL:EDN76792.1};RUMGNA_02844{ECO:0000313|EMBL:EDN76792.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B5K6	UniRef90_A7B5K6
Cluster_880	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	DW001_03965{ECO:0000313|EMBL:RHL81247.1},DW951_13395	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZBT1	UniRef90_A0A395ZBT1
Cluster_881	UniRef90_PfamDomain	PF13529	Uncharacterized protein	CDL25_03995{ECO:0000313|EMBL:PLT69955.1},DXC31_01035	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5P4D9	UniRef90_A0A2N5P4D9
Cluster_881	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	CDL25_03995{ECO:0000313|EMBL:PLT69955.1},DXC31_01035	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5P4D9	UniRef90_A0A2N5P4D9
Cluster_882	UniRef90_PfamDomain	PF01351	Ribonuclease HII	rnhB{ECO:0000256|HAMAP-Rule:MF_00052};DWY38_05045{ECO:0000313|EMBL:RGR55496.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395UZA9	UniRef90_A0A395UZA9
Cluster_882	UniRef90_uncharacterized	UniRef90_uncharacterized	Ribonuclease HII	rnhB{ECO:0000256|HAMAP-Rule:MF_00052};DWY38_05045{ECO:0000313|EMBL:RGR55496.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395UZA9	UniRef90_A0A395UZA9
Cluster_883	UniRef90_PfamDomain	PF13566	DNA metabolism protein	CDL20_02220{ECO:0000313|EMBL:PLT88910.1},CDL23_00020	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NTC8	UniRef90_A0A2N5NTC8
Cluster_883	UniRef90_uncharacterized	UniRef90_uncharacterized	DNA metabolism protein	CDL20_02220{ECO:0000313|EMBL:PLT88910.1},CDL23_00020	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NTC8	UniRef90_A0A2N5NTC8
Cluster_884	UniRef90_uncharacterized	UniRef90_uncharacterized	Hydroxylase	yqeC{ECO:0000313|EMBL:RGK01838.1};CDL25_02965{ECO:0000313|EMBL:PLT70328.1},CDL27_01555	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NVF0	UniRef90_A0A2N5NVF0
Cluster_885	UniRef90_PfamDomain	PF00899	tRNA threonylcarbamoyladenosine dehydratase	DWY38_11130{ECO:0000313|EMBL:RGR53511.1},DXB72_06405	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395UYL2	UniRef90_A0A395UYL2
Cluster_885	UniRef90_uncharacterized	UniRef90_uncharacterized	tRNA threonylcarbamoyladenosine dehydratase	DWY38_11130{ECO:0000313|EMBL:RGR53511.1},DXB72_06405	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395UYL2	UniRef90_A0A395UYL2
Cluster_886	UniRef90_PfamDomain	PF16160	DUF4866 domain-containing protein	DWY38_08595{ECO:0000313|EMBL:RGR54641.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395V319	UniRef90_A0A395V319
Cluster_886	UniRef90_uncharacterized	UniRef90_uncharacterized	DUF4866 domain-containing protein	DWY38_08595{ECO:0000313|EMBL:RGR54641.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395V319	UniRef90_A0A395V319
Cluster_887	UniRef90_GO	GO:0003677;GO:0003700	Uncharacterized protein	RUMGNA_01706{ECO:0000313|EMBL:EDN77899.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B2C8	UniRef90_A7B2C8
Cluster_887	UniRef90_PfamDomain	PF00455;PF08220	Uncharacterized protein	RUMGNA_01706{ECO:0000313|EMBL:EDN77899.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B2C8	UniRef90_A7B2C8
Cluster_887	UniRef90_eggNOG	COG1349;ENOG4105E98	Uncharacterized protein	RUMGNA_01706{ECO:0000313|EMBL:EDN77899.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B2C8	UniRef90_A7B2C8
Cluster_888	UniRef90_GO	GO:0004190;GO:0016021	Pectic enzymes secretion protein outO	outO{ECO:0000313|EMBL:CUO59957.1};DXB72_14325{ECO:0000313|EMBL:RGN20347.1},ERS852417_02666	Clostridiales	186802	[Eubacterium] rectale	39491	A0A174GEJ5	UniRef90_A0A174GEJ5
Cluster_888	UniRef90_PfamDomain	PF01478;PF06750	Pectic enzymes secretion protein outO	outO{ECO:0000313|EMBL:CUO59957.1};DXB72_14325{ECO:0000313|EMBL:RGN20347.1},ERS852417_02666	Clostridiales	186802	[Eubacterium] rectale	39491	A0A174GEJ5	UniRef90_A0A174GEJ5
Cluster_889	UniRef90_GO	GO:0016021	Uncharacterized protein	EUR_05580{ECO:0000313|EMBL:CBK89753.1}	Clostridiales	186802	[Eubacterium] rectale DSM 17629	657318	D6E2W3	UniRef90_D6E2W3
Cluster_889	UniRef90_PfamDomain	PF13349	Uncharacterized protein	EUR_05580{ECO:0000313|EMBL:CBK89753.1}	Clostridiales	186802	[Eubacterium] rectale DSM 17629	657318	D6E2W3	UniRef90_D6E2W3
Cluster_889	UniRef90_eggNOG	ENOG4105RPU;ENOG4111YKD	Uncharacterized protein	EUR_05580{ECO:0000313|EMBL:CBK89753.1}	Clostridiales	186802	[Eubacterium] rectale DSM 17629	657318	D6E2W3	UniRef90_D6E2W3
Cluster_89	UniRef90_PfamDomain	PF01888	Cobalt-precorrin-5B C(1)-methyltransferase	cbiD{ECO:0000256|HAMAP-Rule:MF_00787,;DW951_09370{ECO:0000313|EMBL:RHA03528.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZEJ7	UniRef90_A0A395ZEJ7
Cluster_89	UniRef90_uncharacterized	UniRef90_uncharacterized	Cobalt-precorrin-5B C(1)-methyltransferase	cbiD{ECO:0000256|HAMAP-Rule:MF_00787,;DW951_09370{ECO:0000313|EMBL:RHA03528.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZEJ7	UniRef90_A0A395ZEJ7
Cluster_890	UniRef90_GO	GO:0003723;GO:0004523;GO:0005737;GO:0006401;GO:0030145	Ribonuclease HII	rnhB{ECO:0000256|HAMAP-Rule:MF_00052};CDL24_07160{ECO:0000313|EMBL:PLT78117.1}	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PSG0	UniRef90_A0A2N5PSG0
Cluster_890	UniRef90_PfamDomain	PF01351	Ribonuclease HII	rnhB{ECO:0000256|HAMAP-Rule:MF_00052};CDL24_07160{ECO:0000313|EMBL:PLT78117.1}	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PSG0	UniRef90_A0A2N5PSG0
Cluster_891	UniRef90_uncharacterized	UniRef90_uncharacterized	lytic transglycosylase domain-containing protein	NA	[Eubacterium] rectale	39491	[Eubacterium] rectale	39491	NA	UniRef90_UPI000E48C413
Cluster_892	UniRef90_PfamDomain	PF05389	Adaptor protein MecA	DW951_03240{ECO:0000313|EMBL:RHA06146.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZIF7	UniRef90_A0A395ZIF7
Cluster_892	UniRef90_uncharacterized	UniRef90_uncharacterized	Adaptor protein MecA	DW951_03240{ECO:0000313|EMBL:RHA06146.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZIF7	UniRef90_A0A395ZIF7
Cluster_893	UniRef90_GO	GO:0009236;GO:0015087;GO:0043190	Cobalt transport protein CbiM	cbiM{ECO:0000256|HAMAP-Rule:MF_01462};HMPREF0991_01060{ECO:0000313|EMBL:EGN49269.1}	Clostridiales	186802	Lachnospiraceae bacterium 2_1_58FAA	658082	F7JV97	UniRef90_F7JV97
Cluster_893	UniRef90_PfamDomain	PF01891	Cobalt transport protein CbiM	cbiM{ECO:0000256|HAMAP-Rule:MF_01462};HMPREF0991_01060{ECO:0000313|EMBL:EGN49269.1}	Clostridiales	186802	Lachnospiraceae bacterium 2_1_58FAA	658082	F7JV97	UniRef90_F7JV97
Cluster_894	UniRef90_GO	GO:0004725;GO:0030145	Capsular biosynthesis protein	CDL18_06880{ECO:0000313|EMBL:PLT55896.1},CDL27_03655	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NU61	UniRef90_A0A2N5NU61
Cluster_895	UniRef90_GO	GO:0016021;GO:0043565	DNA-binding helix-turn-helix protein	RUMGNA_02459{ECO:0000313|EMBL:EDN77252.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B4H5	UniRef90_A7B4H5
Cluster_895	UniRef90_PfamDomain	PF01381	DNA-binding helix-turn-helix protein	RUMGNA_02459{ECO:0000313|EMBL:EDN77252.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B4H5	UniRef90_A7B4H5
Cluster_895	UniRef90_eggNOG	ENOG4108J6U;ENOG4111JE9	DNA-binding helix-turn-helix protein	RUMGNA_02459{ECO:0000313|EMBL:EDN77252.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B4H5	UniRef90_A7B4H5
Cluster_896	UniRef90_GO	GO:0030170	Pyridoxal phosphate homeostasis protein	EUBREC_1734{ECO:0000313|EMBL:ACR75478.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZA37	UniRef90_C4ZA37
Cluster_896	UniRef90_KEGG-KOs	K06997	Pyridoxal phosphate homeostasis protein	EUBREC_1734{ECO:0000313|EMBL:ACR75478.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZA37	UniRef90_C4ZA37
Cluster_896	UniRef90_PfamDomain	PF01168	Pyridoxal phosphate homeostasis protein	EUBREC_1734{ECO:0000313|EMBL:ACR75478.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZA37	UniRef90_C4ZA37
Cluster_897	UniRef90_uncharacterized	UniRef90_uncharacterized	3-oxoacyl-[acyl-carrier-protein] reductase	fabG{ECO:0000313|EMBL:RHM37828.1};DWZ70_07835{ECO:0000313|EMBL:RHM37828.1},DXC31_04495	Clostridiales	186802	Ruminococcus gnavus	33038	A0A396GF34	UniRef90_A0A396GF34
Cluster_898	UniRef90_GO	GO:0016787	Phosphatase	CDL23_03535{ECO:0000313|EMBL:PLT76836.1},CDL25_13220	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PNV0	UniRef90_A0A2N5PNV0
Cluster_898	UniRef90_PfamDomain	PF02811	Phosphatase	CDL23_03535{ECO:0000313|EMBL:PLT76836.1},CDL25_13220	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PNV0	UniRef90_A0A2N5PNV0
Cluster_899	UniRef90_GO	GO:0000160;GO:0003677	Two-component response regulator, LytR/AlgR family	EUBREC_3070{ECO:0000313|EMBL:ACR76798.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4Z8H1	UniRef90_C4Z8H1
Cluster_899	UniRef90_PfamDomain	PF00072;PF04397	Two-component response regulator, LytR/AlgR family	EUBREC_3070{ECO:0000313|EMBL:ACR76798.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4Z8H1	UniRef90_C4Z8H1
Cluster_9	UniRef90_PfamDomain	PF01966	HD domain protein	RUMGNA_03866{ECO:0000313|EMBL:EDN75827.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B8E4	UniRef90_A7B8E4
Cluster_9	UniRef90_eggNOG	ENOG4108UY1;ENOG4111I8C	HD domain protein	RUMGNA_03866{ECO:0000313|EMBL:EDN75827.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B8E4	UniRef90_A7B8E4
Cluster_9	UniRef90_uncharacterized	UniRef90_uncharacterized	HD domain protein	RUMGNA_03866{ECO:0000313|EMBL:EDN75827.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B8E4	UniRef90_A7B8E4
Cluster_90	UniRef90_GO	GO:0005524;GO:0005978;GO:0008878	Glucose-1-phosphate adenylyltransferase	glgC{ECO:0000256|HAMAP-Rule:MF_00624};CDL24_04230{ECO:0000313|EMBL:PLT78923.1}	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PU59	UniRef90_A0A2N5PU59
Cluster_90	UniRef90_PfamDomain	PF00483	Glucose-1-phosphate adenylyltransferase	glgC{ECO:0000256|HAMAP-Rule:MF_00624};CDL24_04230{ECO:0000313|EMBL:PLT78923.1}	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PU59	UniRef90_A0A2N5PU59
Cluster_900	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_901	UniRef90_uncharacterized	UniRef90_uncharacterized	Sulfite exporter TauE/SafE family protein	DXD95_01870{ECO:0000313|EMBL:RGI70437.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A3E4EGC6	UniRef90_A0A3E4EGC6
Cluster_902	UniRef90_uncharacterized	UniRef90_uncharacterized	DNA-binding response regulator	NA	[Eubacterium] rectale	39491	[Eubacterium] rectale	39491	NA	UniRef90_UPI000E5D20DA
Cluster_903	UniRef90_GO	GO:0003677;GO:0006281	Unspecific high-affinity DNA-binding protein	EUBREC_1612{ECO:0000313|EMBL:ACR75356.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4Z9D4	UniRef90_C4Z9D4
Cluster_903	UniRef90_KEGG-KOs	K02237	Unspecific high-affinity DNA-binding protein	EUBREC_1612{ECO:0000313|EMBL:ACR75356.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4Z9D4	UniRef90_C4Z9D4
